,timestamp,currentLocation,participantId,currentMode,hungerStatus,sleepStatus,apartmentId,availableBalance,jobId,financialStatus,dailyFoodBudget,weeklyExtraBudget
1313189,2022-03-05T13:15:00Z,POINT (-228.89167071429065 3876.7844269646544),458,AtRecreation,BecomingHungry,Awake,1496.0,1894.0473681294527,747,Stable,12,509.8501802826453
1313229,2022-03-05T13:15:00Z,POINT (-1619.333454814315 3860.205493695607),498,AtRestaurant,Hungry,Awake,812.0,1592.5634688474768,530,Stable,16,339.98425110332664
1313254,2022-03-05T13:15:00Z,POINT (-3123.9791026046537 6667.139434100746),529,AtRestaurant,Hungry,Awake,923.0,2388.9272479592287,812,Stable,16,821.3763715273507
1313271,2022-03-05T13:15:00Z,POINT (-3184.2732391771738 7159.7105620881875),548,AtRestaurant,Hungry,Awake,1426.0,2060.5760759564505,1272,Stable,12,743.2696673145655
1313288,2022-03-05T13:15:00Z,POINT (-3894.1751109411416 5980.423657564919),569,AtRecreation,BecomingHungry,Awake,999.0,1040.2548381361437,808,Stable,16,235.72750819194616
1313317,2022-03-05T13:15:00Z,POINT (-262.7866326261462 5033.256243574252),610,AtRecreation,BecomingHungry,Awake,1103.0,3139.842072881544,907,Stable,16,806.4700979466644
1313385,2022-03-05T13:15:00Z,POINT (-261.714008669472 5016.1329985948105),696,AtRecreation,BecomingHungry,Awake,1202.0,2099.4952077518365,711,Stable,16,570.1823265379372
1313435,2022-03-05T13:15:00Z,POINT (-1618.2768967961345 3865.6510240524035),746,AtRestaurant,Hungry,Awake,957.0,1503.9043979175583,1000,Stable,16,239.84140157129409
1313455,2022-03-05T13:15:00Z,POINT (-3209.963451322807 6480.698598154671),775,AtRecreation,BecomingHungry,Awake,1714.0,789.5318502417454,1201,Stable,16,179.16679106660158
1313476,2022-03-05T13:15:00Z,POINT (-237.34244872338948 3888.9954314692463),807,AtRecreation,BecomingHungry,Awake,198.0,1044.0141271385935,533,Stable,12,242.48649291152037
1313568,2022-03-05T13:15:00Z,POINT (708.7249931938695 4400.983718650324),945,AtRestaurant,Hungry,Awake,1221.0,1993.7830595894693,1032,Stable,20,826.4901419743344
1313577,2022-03-05T13:15:00Z,POINT (-3206.5376178484235 6472.998159009527),954,AtRecreation,JustAte,Awake,1515.0,2061.41426621224,1285,Stable,16,488.8542773978286
1313581,2022-03-05T13:15:00Z,POINT (701.9200714830213 4394.8634074566335),958,AtRestaurant,Hungry,Awake,70.0,2848.7684125469104,34,Stable,12,678.0600599537404
1313704,2022-03-05T13:20:00Z,POINT (1398.1064244380193 4019.8360868307504),71,AtRestaurant,Hungry,Awake,322.0,967.9759673915872,138,Stable,20,462.8100016324646
1313754,2022-03-05T13:20:00Z,POINT (958.156210410403 3993.3639883917103),121,AtRecreation,Hungry,Awake,31.0,1542.1438542998676,4,Stable,16,450.6980865854492
1313828,2022-03-05T13:20:00Z,POINT (403.5386066898707 1183.2853032708574),199,AtRestaurant,Hungry,Awake,296.0,1708.942502833455,220,Stable,16,453.2829478172068
1313900,2022-03-05T13:20:00Z,POINT (-1987.8547721552152 3374.9063787250034),274,AtRestaurant,Hungry,Awake,741.0,1039.081467319164,644,Stable,20,532.3314674002673
1314013,2022-03-05T13:20:00Z,POINT (-1699.316545890273 3865.483427035357),400,AtRecreation,BecomingHungry,Awake,752.0,699.5201080361531,601,Stable,16,234.24811460670605
1314149,2022-03-05T13:20:00Z,POINT (-3909.3822699270263 5961.225006081391),546,AtRecreation,BecomingHungry,Awake,1434.0,1733.3836073207278,189,Stable,12,654.5828971834878
1314180,2022-03-05T13:20:00Z,POINT (-3927.568669188143 5498.207943955424),586,AtRestaurant,Hungry,Awake,1519.0,1101.5023010866444,1191,Stable,12,348.7392550999634
1314357,2022-03-05T13:20:00Z,POINT (-3926.006904335137 5493.464292257923),809,AtRestaurant,Hungry,Awake,1428.0,951.398411734976,1182,Stable,16,197.8408170710878
1314447,2022-03-05T13:20:00Z,POINT (-230.66542503408266 3877.4937688572936),944,AtRecreation,BecomingHungry,Awake,47.0,2522.858922185741,130,Stable,20,982.6153172244358
1314480,2022-03-05T13:20:00Z,POINT (-835.3058889032203 4505.9807072336225),977,AtRestaurant,Hungry,Awake,1407.0,2582.403168063582,1096,Stable,16,525.8340215658206
1314717,2022-03-05T13:25:00Z,POINT (1807.434386189156 4353.336418852121),208,AtRecreation,BecomingHungry,Awake,59.0,1979.1056678123352,52,Stable,16,466.72937330028367
1314800,2022-03-05T13:25:00Z,POINT (-4117.576814210117 7249.675361515001),297,AtRestaurant,Hungry,Awake,1517.0,1433.025581151841,1014,Stable,12,541.1784143148706
1314813,2022-03-05T13:25:00Z,POINT (-274.744653969293 5016.9463298231985),312,AtRecreation,Hungry,Awake,971.0,1534.1594690622574,969,Stable,12,494.4065027608598
1314827,2022-03-05T13:25:00Z,POINT (-1629.1707232051363 3865.728730601807),326,AtRestaurant,Hungry,Awake,775.0,1680.433572950172,496,Stable,16,711.0655472434516
1314980,2022-03-05T13:25:00Z,POINT (703.5893172343118 4400.976409241198),489,AtRestaurant,Hungry,Awake,1235.0,3358.9676382620078,976,Stable,12,968.281001083014
1315075,2022-03-05T13:25:00Z,POINT (-3214.758471170436 6492.174346352477),608,AtRecreation,BecomingHungry,Awake,1041.0,848.8214194215016,844,Stable,16,181.46858000728204
1315251,2022-03-05T13:25:00Z,POINT (-257.19383322260006 5015.342013419136),830,AtRecreation,BecomingHungry,Awake,326.0,1575.2293661724418,210,Stable,12,500.8833843233424
1315411,2022-03-05T13:30:00Z,POINT (-4000.1128505330776 6661.793690901354),17,AtRestaurant,Hungry,Awake,1003.0,4524.405302036405,603,Stable,12,2400.1467479450985
1315439,2022-03-05T13:30:00Z,POINT (-1631.2241586057112 3874.191427824274),46,AtRestaurant,Hungry,Awake,985.0,1611.6838113300937,1228,Stable,12,682.6918752056011
1315621,2022-03-05T13:30:00Z,POINT (966.6282647725069 3991.2572439799155),232,AtRecreation,BecomingHungry,Awake,235.0,1695.6092417776224,73,Stable,20,558.741607261667
1315768,2022-03-05T13:30:00Z,POINT (-232.8288023162641 3866.2598051500568),395,AtRecreation,JustAte,Awake,505.0,1411.5604768368248,573,Stable,20,776.9975824502267
1315913,2022-03-05T13:30:00Z,POINT (-237.3058814297382 3874.9965567250993),550,AtRecreation,BecomingHungry,Awake,942.0,694.7731717986237,977,Stable,16,208.43269619704597
1315922,2022-03-05T13:30:00Z,POINT (-3904.5505982214286 5968.881040111379),561,AtRecreation,BecameFull,Awake,1631.0,1262.459821904472,1100,Stable,12,328.6093711779934
1316005,2022-03-05T13:30:00Z,POINT (-4123.78110038892 7224.6434660066625),676,AtRestaurant,Hungry,Awake,1484.0,1776.1737822926264,1312,Stable,12,448.9428252777234
1316215,2022-03-05T13:30:00Z,POINT (1410.7356974011764 4016.634592948792),952,AtRestaurant,Hungry,Awake,256.0,1553.8640923348648,536,Stable,12,355.03886117538946
1316272,2022-03-05T13:30:00Z,POINT (-1767.612392276338 4346.664817826745),1009,AtRestaurant,Hungry,Awake,663.0,1146.353187314552,627,Stable,20,393.9022439666627
1316275,2022-03-05T13:35:00Z,POINT (-256.26181896567874 5011.201718999035),1,AtRecreation,BecomingHungry,Awake,928.0,2067.905844487703,929,Stable,12,993.5106410123396
1316427,2022-03-05T13:35:00Z,POINT (-1624.1178906512278 3878.832738872102),157,AtRestaurant,Hungry,Awake,704.0,4448.428297753099,503,Stable,12,1663.8863345323327
1316448,2022-03-05T13:35:00Z,POINT (-239.65112819215358 3866.3090905296785),179,AtRecreation,BecomingHungry,Awake,280.0,1963.1283059464456,300,Stable,20,665.7100279455398
1316568,2022-03-05T13:35:00Z,POINT (-1613.3702533381709 3901.1136146636186),307,AtRecreation,BecomingHungry,Awake,457.0,1729.0024768287856,607,Stable,20,622.6586176320105
1316574,2022-03-05T13:35:00Z,POINT (-3893.480509395601 5957.640397322335),313,AtRecreation,BecameFull,Awake,1011.0,1165.2799384379302,908,Stable,12,293.92707132531746
1316627,2022-03-05T13:35:00Z,POINT (-270.13901627413907 5032.064704391247),369,AtRecreation,BecomingHungry,Awake,1617.0,1214.134774157228,724,Stable,12,414.09208188501054
1316897,2022-03-05T13:35:00Z,POINT (-3125.623003223368 6671.423271232547),688,AtRestaurant,Hungry,Awake,1024.0,1409.186132682354,739,Stable,16,301.1345957627034
1316940,2022-03-05T13:35:00Z,POINT (-3217.194888970239 6475.955484416717),731,AtRecreation,BecomingHungry,Awake,1096.0,2520.9479835320326,903,Stable,16,620.9397813838127
1317003,2022-03-05T13:35:00Z,POINT (-1623.5144839518184 3878.9028616421383),815,AtRestaurant,Hungry,Awake,500.0,801.6222766020975,1295,Stable,16,161.6885828952298
1317102,2022-03-05T13:35:00Z,POINT (-3993.490964674301 6677.718747895618),959,AtRestaurant,Hungry,Awake,1706.0,1412.6133994327042,1044,Stable,16,278.74615571963506
1317114,2022-03-05T13:35:00Z,POINT (-1626.8452381330226 3857.4164810893035),971,AtRestaurant,Hungry,Awake,49.0,1571.118182619532,681,Stable,12,354.8090435479848
1317123,2022-03-05T13:35:00Z,POINT (687.184796732067 4388.282556518808),980,AtRestaurant,Hungry,Awake,1395.0,1692.9595933068929,1280,Stable,16,280.33092725509937
1317130,2022-03-05T13:35:00Z,POINT (-506.53799517368765 3543.9580361371154),987,AtRecreation,BecameFull,Awake,621.0,2094.683387690217,121,Stable,12,522.6178483540733
1317143,2022-03-05T13:35:00Z,POINT (1808.989527141895 4352.50141413982),1000,AtRecreation,Hungry,Awake,345.0,2036.6753306292128,32,Stable,20,714.1253420464411
1317172,2022-03-05T13:40:00Z,POINT (-1637.2770653725172 3864.63668198406),18,AtRestaurant,Hungry,Awake,482.0,4763.125362570297,278,Stable,12,2438.024201947077
1317225,2022-03-05T13:40:00Z,POINT (-234.1186393833995 3889.6245689376883),72,AtRecreation,BecomingHungry,Awake,1269.0,3049.4340859510594,385,Stable,12,1428.3885451646786
1317227,2022-03-05T13:40:00Z,POINT (1799.2238777381895 4340.103297296692),74,AtRecreation,BecameFull,Awake,1085.0,941.302861311988,258,Stable,20,311.5863292245077
1317246,2022-03-05T13:40:00Z,POINT (1409.0290920084833 4021.36391092556),93,AtRestaurant,Hungry,Awake,187.0,1312.9558946517527,339,Stable,16,458.74465713546414
1317402,2022-03-05T13:40:00Z,POINT (-1997.8970847749008 3362.125729453704),253,AtRestaurant,Hungry,Awake,550.0,3352.041897369764,612,Stable,16,1317.8852933652013
1317423,2022-03-05T13:40:00Z,POINT (-1615.6396516671707 3869.9924617107977),277,AtRestaurant,Hungry,Awake,517.0,656.6257386665224,575,Stable,20,348.640176674154
1317435,2022-03-05T13:40:00Z,POINT (-815.3170843235002 4484.347623888099),292,AtRestaurant,Hungry,Awake,514.0,1573.1565140913794,497,Stable,20,666.9206349308754
1317444,2022-03-05T13:40:00Z,POINT (-220.86905732375408 3871.804985181126),303,AtRecreation,BecomingHungry,Awake,694.0,3615.746973005268,435,Stable,16,1089.9482090115546
1317546,2022-03-05T13:40:00Z,POINT (-245.79709935574095 5026.809267896299),415,AtRecreation,BecomingHungry,Awake,1732.0,1444.6749672758629,738,Stable,12,430.7698538175802
1317699,2022-03-05T13:40:00Z,POINT (-3917.5012933158655 5496.820320818227),585,AtRestaurant,Hungry,Awake,1462.0,2041.590029133661,1031,Stable,12,700.3286458307055
1317736,2022-03-05T13:40:00Z,POINT (-1538.9086040881643 3809.4793125130864),636,AtRecreation,BecameFull,Awake,735.0,1256.8824689391863,1274,Stable,12,309.3317178218572
1317747,2022-03-05T13:40:00Z,POINT (487.0766933717738 1636.1999693167688),651,AtRestaurant,Hungry,Awake,241.0,994.389167490419,1165,Stable,12,305.71137444086617
1317794,2022-03-05T13:40:00Z,POINT (-501.0940711405734 3544.1450553364416),705,AtRecreation,BecameFull,Awake,628.0,1304.6613008552956,930,Stable,20,441.5122973182764
1317872,2022-03-05T13:40:00Z,POINT (-3802.2530207137684 6361.139399604294),801,AtRecreation,BecomingHungry,Awake,1656.0,2559.108984380913,1289,Stable,16,723.8645342455728
1318001,2022-03-05T13:40:00Z,POINT (-822.5245678177677 4509.737452707321),978,AtRestaurant,Hungry,Awake,1416.0,1473.5343508038982,1075,Stable,16,266.8793119616081
1318034,2022-03-05T13:45:00Z,POINT (-3213.0127316088815 6491.004652042712),0,AtRecreation,BecomingHungry,Awake,926.0,2773.847535489192,254,Stable,12,1216.6761468365044
1318064,2022-03-05T13:45:00Z,POINT (-1763.4473405984036 4329.500730539116),30,AtRestaurant,Hungry,Awake,284.0,327.0090770733974,619,Stable,20,140.85485494533427
1318084,2022-03-05T13:45:00Z,POINT (969.6066703063357 3999.544158420966),51,AtRecreation,BecameFull,Awake,90.0,3836.251596889582,24,Stable,16,1800.4826855531962
1318088,2022-03-05T13:45:00Z,POINT (765.5361313973874 926.0398294935233),55,AtRecreation,Hungry,Awake,92.0,1264.510185440687,38,Stable,20,433.38251783125446
1318118,2022-03-05T13:45:00Z,POINT (702.5265389361753 4401.5896938954675),85,AtRestaurant,Hungry,Awake,349.0,1506.6126858208493,166,Stable,16,488.93246506943154
1318184,2022-03-05T13:45:00Z,POINT (1819.9885454528667 4337.516564501913),153,AtRecreation,Hungry,Awake,152.0,815.8938105324648,119,Stable,20,461.3978923742136
1318255,2022-03-05T13:45:00Z,POINT (1797.9301790641139 4328.978644531704),226,AtRecreation,Hungry,Awake,107.0,2624.218349909765,255,Stable,20,1488.2498326296266
1318363,2022-03-05T13:45:00Z,POINT (-1996.528331404046 3383.556612403474),342,AtRestaurant,Hungry,Awake,737.0,1228.4210965884172,659,Stable,16,360.5288717125911
1318403,2022-03-05T13:45:00Z,POINT (-490.51533915240907 3549.1698084116156),389,AtRecreation,BecomingHungry,Awake,512.0,2353.8352205726787,469,Stable,16,666.0555596811387
1318449,2022-03-05T13:45:00Z,POINT (-1608.3231980611174 3872.466006918636),438,AtRestaurant,Hungry,Awake,497.0,3578.336275509836,401,Stable,16,748.670056719025
1318455,2022-03-05T13:45:00Z,POINT (-3222.7200150691356 6478.683865811499),444,AtRecreation,BecomingHungry,Awake,1215.0,3889.195445240548,705,Stable,12,1216.1600711359338
1318530,2022-03-05T13:45:00Z,POINT (-3199.326341167875 6502.042403050204),524,AtRecreation,BecameFull,Awake,1386.0,2546.1065373202164,861,Stable,12,785.742431539127
1318537,2022-03-05T13:45:00Z,POINT (-3186.0478582864935 7182.409520742763),532,AtRestaurant,Hungry,Awake,1667.0,2281.8167348151333,1323,Stable,12,854.7479846318926
1318608,2022-03-05T13:45:00Z,POINT (-3988.772291205984 6660.003631890141),625,AtRestaurant,Hungry,Awake,1490.0,999.0402479837516,966,Stable,16,193.74737697728685
1318614,2022-03-05T13:45:00Z,POINT (-817.523063845038 4498.082261373462),633,AtRestaurant,Hungry,Awake,479.0,2929.542726916769,1025,Stable,12,848.4110294646435
1318630,2022-03-05T13:45:00Z,POINT (496.53210094549246 1614.809853141403),656,AtRestaurant,Hungry,Awake,282.0,1767.3811763483038,980,Stable,12,612.6688071764024
1318691,2022-03-05T13:45:00Z,POINT (-3809.7146119668646 6366.576657184048),722,AtRecreation,BecomingHungry,Awake,969.0,1380.7859576187332,894,Stable,16,237.7014008707453
1318748,2022-03-05T13:45:00Z,POINT (-3904.9707714435076 5952.9412740438165),796,AtRecreation,BecomingHungry,Awake,1412.0,883.5361241167105,1215,Stable,16,176.89184634826796
1318766,2022-03-05T13:45:00Z,POINT (1796.7420275721568 4333.389884229833),821,AtRecreation,BecameFull,Awake,56.0,1145.9199103620615,554,Stable,12,255.00853295440749
1318817,2022-03-05T13:45:00Z,POINT (-3122.85530022579 6668.01626809201),906,AtRestaurant,Hungry,Awake,1230.0,1170.3290106017837,1232,Stable,20,444.8292905789863
1318822,2022-03-05T13:45:00Z,POINT (965.6702954535072 3998.0018140434395),914,AtRecreation,BecomingHungry,Awake,19.0,2433.598636028128,233,Stable,16,647.1256307004621
1318929,2022-03-05T13:50:00Z,POINT (685.3398556039501 4385.470801203555),15,AtRestaurant,Hungry,Awake,930.0,2010.5868969452088,730,Stable,12,798.8929342538947
1319161,2022-03-05T13:50:00Z,POINT (-1527.8879063648026 3805.005074671673),252,AtRecreation,BecomingHungry,Awake,702.0,1632.8966393542512,363,Stable,16,555.3621699059338
1319181,2022-03-05T13:50:00Z,POINT (-3789.3814597607015 6380.821795578437),275,AtRecreation,BecameFull,Awake,1153.0,1752.6825579683332,1233,Stable,12,571.751939289875
1319213,2022-03-05T13:50:00Z,POINT (683.9539324338238 4383.212193827169),312,AtRestaurant,Hungry,Awake,971.0,1532.9811326847232,969,Stable,12,493.2281663833255
1319294,2022-03-05T13:50:00Z,POINT (-1614.2695632149996 3895.6240553990447),401,AtRecreation,Hungry,Awake,1132.0,1611.6016950521253,726,Stable,12,456.6815377676738
1319371,2022-03-05T13:50:00Z,POINT (-4008.9197686035304 6660.2437188690865),480,AtRestaurant,Hungry,Awake,1194.0,2164.8647167791664,1060,Stable,12,538.7192871512004
1319402,2022-03-05T13:50:00Z,POINT (-248.4440631841298 5022.28055094722),515,AtRecreation,JustAte,Awake,1265.0,1378.8100299249193,706,Stable,16,355.0642287101473
1319404,2022-03-05T13:50:00Z,POINT (-3784.6579085969174 6378.992365797256),517,AtRecreation,BecameFull,Awake,1104.0,969.107821674711,1005,Stable,16,278.7051514648196
1319405,2022-03-05T13:50:00Z,POINT (691.7168826080629 4404.583497250128),518,AtRestaurant,Hungry,Awake,1227.0,1237.8534725762772,876,Stable,16,300.2300150936189
1319434,2022-03-05T13:50:00Z,POINT (-1698.4248378560455 3866.971885468918),551,AtRecreation,BecomingHungry,Awake,1091.0,2475.5487713091084,746,Stable,16,832.1807105654564
1319457,2022-03-05T13:50:00Z,POINT (-498.3467170646846 3566.4460999210223),583,AtRecreation,Hungry,Awake,958.0,2550.672315366917,982,Stable,16,726.9397787724606
1319480,2022-03-05T13:50:00Z,POINT (-1603.4260447809488 3895.0310117790705),614,AtRecreation,BecameFull,Awake,777.0,946.5597818883682,1050,Stable,12,281.4936236442672
1319540,2022-03-05T13:50:00Z,POINT (-3909.0049430216104 5973.679515213364),691,AtRecreation,JustAte,Awake,1275.0,3027.129458763497,810,Stable,16,753.4179345600313
1319649,2022-03-05T13:50:00Z,POINT (-4003.7099363887573 6679.335546983878),826,AtRestaurant,Hungry,Awake,1470.0,2988.5196301919354,1173,Stable,16,729.0922035856156
1319680,2022-03-05T13:50:00Z,POINT (-226.55894867639304 3888.6825395586384),878,AtRecreation,BecameFull,Awake,1365.0,1705.196047450724,1175,Stable,16,464.2000193179858
1319731,2022-03-05T13:50:00Z,POINT (-212.02125397042755 3875.997052380825),948,AtRecreation,BecomingHungry,Awake,1074.0,2874.669581870472,302,Stable,20,1010.2808886656
1319753,2022-03-05T13:50:00Z,POINT (-259.0496910564495 5022.595199939824),970,AtRecreation,BecomingHungry,Awake,377.0,1449.2796950899422,418,Stable,12,312.7972243912
1319926,2022-03-05T13:55:00Z,POINT (-254.44982566297543 5038.048913537253),134,AtRecreation,BecameFull,Awake,965.0,1671.9730956658934,616,Stable,12,638.2314716210575
1320016,2022-03-05T13:55:00Z,POINT (759.5302269648053 934.7400698111055),227,AtRecreation,Hungry,Awake,72.0,1840.195461662824,293,Stable,16,448.3528351995303
1320126,2022-03-05T13:55:00Z,POINT (-1622.3447053117325 3867.789828836193),345,AtRestaurant,Hungry,Awake,814.0,2585.333483451021,375,Stable,16,828.8020982173509
1320211,2022-03-05T13:55:00Z,POINT (-507.5123677610829 6312.947084174847),440,AtRestaurant,Hungry,Awake,1051.0,1929.620013188773,848,Stable,12,539.3465798752904
1320220,2022-03-05T13:55:00Z,POINT (-1525.2237523864228 3830.1067656061455),449,AtRecreation,BecameFull,Awake,748.0,2954.694535773819,392,Stable,16,612.3917791754699
1320264,2022-03-05T13:55:00Z,POINT (-218.55806737809414 3880.3459056419506),493,AtRecreation,BecomingHungry,Awake,574.0,2274.259222138759,680,Stable,16,629.9515481694554
1320330,2022-03-05T13:55:00Z,POINT (-1625.7299842896796 3880.8735664436863),571,AtRestaurant,Hungry,Awake,1137.0,1064.5282472442675,886,Stable,16,231.49270357870932
1320351,2022-03-05T13:55:00Z,POINT (-236.02116963688488 3887.8848166360235),600,AtRecreation,BecomingHungry,Awake,1012.0,1399.1024167012015,823,Stable,20,786.1892010415693
1320379,2022-03-05T13:55:00Z,POINT (-234.49980945799678 3883.0037660483035),640,AtRecreation,BecomingHungry,Awake,784.0,2155.899668720953,666,Stable,20,928.6205709750818
1320424,2022-03-05T13:55:00Z,POINT (-3202.5654521601273 6478.413540910756),695,AtRecreation,BecameFull,Awake,1064.0,2896.4932099371044,895,Stable,16,686.2561636034231
1320551,2022-03-05T13:55:00Z,POINT (-212.3687604267726 3863.162050852166),865,AtRecreation,BecameFull,Awake,605.0,1017.4209111901488,197,Stable,12,207.6937897029938
1320805,2022-03-05T14:00:00Z,POINT (416.96204220155414 1195.9706739822416),133,AtRestaurant,Hungry,Awake,297.0,1035.5198697928276,224,Stable,16,367.71267547832446
